"airport","flight_count","delay_count","avg_duration","avg_distance","total_distance","avg_depart_delay","avg_arrival_delay"
"14262",673,129,109.495535714286,587.355126300149,395290,5.31946508172363,3.43005952380952
"14307",1098,46,124.401098901099,682.841530054645,749760,4.08516483516483,-2.85347985347985
"14321",477,16,115.987368421053,575.666666666667,274593,6.00210526315789,3.10736842105263
"14457",236,32,107.875536480687,582.466101694915,137462,7.2618025751073,2.29613733905579
"14487",62,860,61.1612903225806,199,12338,13.6612903225806,5.61290322580645
"14489",200,11,108.96,603.585,120717,-3.37,-6.16
"14492",3002,439,123.265080428954,673.052298467688,2020503,3.81538461538462,-1.95509383378016
"14520",88,9,56.2325581395349,153.659090909091,13522,-2.93023255813953,-4.82558139534884
"14524",1647,330,106.134520884521,521.941105039466,859637,4.72888616891065,0.316339066339066
"14543",57,48,66.5263157894737,260,14820,-2.21052631578947,-8.75438596491228
"14570",1144,192,102.890061565523,596.80506993007,682745,4.57368421052632,1.40017590149516
"14574",223,30,94.6502242152466,420.201793721973,93705,-0.596412556053812,-3.02690582959641
"14576",737,27,101.340629274966,478.265943012212,352482,4.72169167803547,0.20656634746922
"14588",92,438,90.1590909090909,435,40020,5.38202247191011,-4.01136363636364
"14633",185,28,75.7837837837838,330.167567567568,61081,3.86486486486486,-0.816216216216216
"14635",1766,1761,147.473804100228,924.930351075878,1633427,2.03125,-2.88211845102506
"14674",93,676,101.465909090909,551,51243,11.1666666666667,3.28409090909091
"14679",6209,210,149.26552393273,989.404251892414,6143211,3.75735056542811,-0.311287192755498
"14683",2624,118,115.601773323053,693.866234756098,1820705,5.01036866359447,-3.44872783346183
"14685",661,121,101.272865853659,504.307110438729,333347,6.4726443768997,1.58841463414634
"14689",565,64,87.5701598579041,401.732743362832,226979,5.85486725663717,6.85612788632327
"14696",415,16,77.1497584541063,287.303614457831,119231,7.63373493975904,6.39855072463768
"14698",250,7,67.0609756097561,215.244,53811,6.03658536585366,6.41869918699187
"14709",81,262,62.55,303.222222222222,24561,-2.6,-1.075
"14711",62,3207,112.693548387097,528,32736,-3.7741935483871,-4.53225806451613
"14730",843,4548,103.023781212842,534.601423487544,450669,2.95011876484561,-3.89298454221165
"14747",10388,102,180.609786700125,1246.25144397382,12946060,3.74959020345193,-1.62107904642409
"14771",14170,49,176.006669504754,1207.96055045872,17116801,6.31715783508076,1.79409677877111
"14783",531,114,97.1113243761996,458.387947269303,243404,2.01145038167939,-1.62380038387716
"14794",203,24,76.6945812807882,346.827586206897,70406,2.50246305418719,2.24137931034483
"14814",556,959,78.6868131868132,330.528776978417,183774,4.21493624772313,1.3003663003663
"14828",93,29,43.2717391304348,124.333333333333,11563,1.44086021505376,3.3804347826087
"14831",3481,558,122.955163436506,755.125825912094,2628593,3.59411085450346,1.33612959213191
"14842",149,1873,61.1398601398601,229,34121,5.04109589041096,-5.30769230769231
"14843",1868,1105,202.669537136706,1368.46092077088,2556285,5.70638754696726,2.32669537136706
"14869",8763,13,121.325589379721,730.772224124158,6403757,1.23283445675768,-3.40421149004349
"14893",3618,1031,112.697887715397,686.280265339967,2482962,4.46947835738069,2.03140633685381
"14905",62,28,63.4262295081967,216,13392,4.72131147540984,3.14754098360656
"14908",3542,20,130.413734392736,815.290231507623,2887758,3.830546897138,0.18955732122588
"14952",150,71,84.3175675675676,347.28,52092,2.68666666666667,-0.831081081081081
"14960",122,1344,46.4529914529915,113,13786,4.78151260504202,-6.63247863247863
"14986",305,48,124.601973684211,714.380327868852,217886,7.89144736842105,3.76973684210526
"15016",4314,20,117.269848661234,701.839360222531,3027735,3.76162790697674,-3.29569266589057
"15024",237,4,159.042735042735,1012.70042194093,240010,1.44725738396624,-1.26923076923077
"15027",68,4,116.264705882353,662.602941176471,45057,8.66176470588235,8.89705882352941
"15041",62,21,50.75,222,13764,-0.916666666666667,-4.55
"15048",57,106,91.5263157894737,436,24852,-4.49122807017544,-8.42105263157895
"15070",62,55,175.183333333333,1053.5,65317,3.22950819672131,-1.93333333333333
"15096",640,6,108.848341232227,513.7796875,328819,2.90708661417323,-0.759873617693523
"15249",279,1452,83.363309352518,354.770609318996,98981,0.816546762589928,-3.06115107913669
"15295",88,38,69.0909090909091,213,18744,-3.77272727272727,-7.44318181818182
"15304",5143,69,136.347902439024,841.882169939724,4329800,4.15042868277475,-2.15941463414634
"15323",159,320,65.1446540880503,227,36093,6.22641509433962,4.77358490566038
"15356",277,317,130.72202166065,721.41155234657,199831,3.54873646209386,-3.56317689530686
"15370",1319,34,99.4071810542399,510.127369219105,672858,2.54649390243902,-2.78609625668449
"15376",1311,19,117.806774441878,704.052631578947,923013,3.3282090699462,-1.57120862201694
"15380",208,22,67.9711538461538,219.014423076923,45555,1.6875,-1.80288461538462
"15389",87,35,51.6781609195402,175,15225,-0.896551724137931,-1.2183908045977
"15401",88,142,61.1219512195122,181,15928,10,5.36585365853659
"15411",227,5,54.3856502242152,122.960352422907,27912,1.29596412556054,-4.75336322869955
"15412",629,17,109.188405797101,518.518282988871,326148,3.82985553772071,1.27053140096618
"15497",14,73,128,801,11214,0.928571428571429,-1.07142857142857
"15607",88,24,63.5568181818182,208,18304,7.05681818181818,6.28409090909091
"15624",415,197,97.1695331695332,429.089156626506,178072,3.68856447688564,-0.73955773955774
"15841",62,9,28.2586206896552,56.5,3503,8.46666666666667,7.25862068965517
"15919",941,39,105.299356223176,536.091392136026,504462,4.47751605995717,1.13197424892704
"15991",62,610,46.8709677419355,206,12772,-3.7258064516129,-2.35483870967742
"16218",177,557,57.4689265536723,160,28320,0.0451977401129944,2
"ABE",2274,6991,120.296362819937,597.461741424802,1358628,8.84481216457961,6.24966322406825
"ABI",2329,140,53.9515912147019,158,367982,5.78398926654741,3.27207530255491
"ABQ",19192,204,116.577439475632,706.949041267195,13567766,8.87701464236806,4.7682630299186
"ABR",671,207,69.577677224736,257,172447,10.1010558069382,9.90950226244344
"ABY",876,397,54.3418013856813,145,127020,8.8800461361015,7.58775981524249
